Titre du poste,Entreprise,Ville,Secteur d'activité,Contrat proposé,Niveau d'étude,Expérience,Compétences techniques,Langues,Soft skills,Lien de l'offre
Autorité de l’électricité ANRE recrute Plusieurs Profils,Autorité de l’électricité ANRE,Rabat,Non spécifié,Non spécifié,Bac+5,3 à 5 ans,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/autorite-de-lelectricite-anre-recrute-plusieurs-profils/
Managem ouvre de nouvelles opportunités de stages PFE,Managem,Non spécifié,"Minier, Procédés",Stage,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Autonomie, Communication, Flexibilité, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/stage/managem-ouvre-de-nouvelles-opportunites-de-stages-pfe/
Maroc Climate and Security recrute frigoristes conseillers techniques,Maroc Climate and Security,Non spécifié,Non spécifié,Non spécifié,"Bac+2, bac+3",Non spécifié,Non spécifié,Français,"Adaptabilité, Communication, Flexibilité, Organisation, Relationnel",https://www.dreamjob.ma/emploi/maroc-climate-and-security-recrute-frigoristes-conseillers-techniques/
JESA annonce l’ouverture du Capstone Internship 2026 pour jeunes ingénieurs,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Initiative, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/stage/jesa-annonce-louverture-du-capstone-internship-2026-pour-jeunes-ingenieurs/
Concours de Recrutement Nador West Med 2025 (3 Postes),Non spécifié,Nador,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-nador-west-med-2025-3-postes/
Campagne de recrutement IFCAR Solutions à Rabat,Non spécifié,Rabat,Non spécifié,Non spécifié,"Bac+2, bac+3, bac+5",5 à 8 ans,ERP,Non spécifié,Communication,https://www.dreamjob.ma/emploi/campagne-de-recrutement-ifcar-solutions-a-rabat/
Concours de Recrutement Université Ibn Tofail 2025 (3 Postes),Non spécifié,Kénitra,"Agroalimentaire, Automobile, Construction, Énergie",Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-universite-ibn-tofail-2025-3-postes/
Salam Gaz recrute à Rabat et Casablanca plusieurs profils IT et Comptables,Salam Gaz,Casablanca,"Logistique, Énergie",Non spécifié,"Bac+2, bac+3, bac+5",5 ans,ERP,Non spécifié,"Innovation, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/salam-gaz-recrute-a-rabat-et-casablanca-plusieurs-profils-it-et-comptables/
Offres d’emploi Jet Contractors – postes en génie civil à saisir,Non spécifié,Marrakech,"Construction, Procédés, Énergie",Non spécifié,Bac+5,5 ans,Non spécifié,Non spécifié,"Communication, Innovation, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/offres-demploi-jet-contractors-postes-en-genie-civil-a-saisir/
"Recrutement international, l’ANAPEC offre des postes en France",Non spécifié,Non spécifié,Non spécifié,CDI,Non spécifié,2 ans,Non spécifié,Français,Initiative,https://www.dreamjob.ma/emploi-international/recrutement-international-lanapec-offre-des-postes-en-france/
"Rejoignez Aqua Mirage Club Marrakech, postes de direction à pourvoir",Non spécifié,Marrakech,Non spécifié,Non spécifié,Non spécifié,5 ans,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi/rejoignez-aqua-mirage-club-marrakech-postes-de-direction-a-pourvoir/
"EUROGRUES MAROC recrute à Laâyoune, nouveaux postes à saisir",EUROGRUES MAROC,Laâyoune,Btp,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/eurogrues-maroc-recrute-a-laayoune-nouveaux-postes-a-saisir/
"Casablanca, Safi, Kénitra, Tanger… EM ÉNERGIE lance une campagne d’embauche",Non spécifié,Casablanca,Énergie,Non spécifié,"Bac+2, bac+3, bac+5",3 ans,Non spécifié,Non spécifié,"Autonomie, Gestion de projet, Innovation, Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/casablanca-safi-kenitra-tanger-em-energie-lance-une-campagne-dembauche/
"VINCI Energies Maroc, dernière chance pour participer au Young Talents Day",Non spécifié,Non spécifié,Non spécifié,Stage,Non spécifié,75 ans,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/stage/vinci-energies-maroc-derniere-chance-pour-participer-au-young-talents-day/
"Rejoignez Ciments de l’Atlas, poste Contrôleur de Gestion à pourvoir",Non spécifié,Non spécifié,Construction,Non spécifié,Non spécifié,5 à 10 ans,"ERP, Excel, SAP",Non spécifié,"Autonome, Organisation, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/rejoignez-ciments-de-latlas-poste-controleur-de-gestion-a-pourvoir/
Concours de Recrutement Université Ibn Tofail 2025 (15 Postes),Non spécifié,Kénitra,"Agroalimentaire, Automobile, Construction, Énergie",Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-universite-ibn-tofail-2025-15-postes/
Concours de Recrutement Nador West Med 2025 (4 Postes),Non spécifié,Nador,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-nador-west-med-2025/
CAP Ingénierie recrute à Marrakech 2025 – 6 postes à saisir,CAP Ingénierie,Casablanca,Non spécifié,CDI,Non spécifié,5 ans,"Autocad, Modélisation",Non spécifié,"Autonomie, Créativité, Rigueur",https://www.dreamjob.ma/emploi/cap-ingenierie-recrute-a-marrakech-2025-6-postes-a-saisir/
Ventec recrute des ingénieurs confirmés à Benguerir – Postes à saisir,Ventec,Benguerir,Non spécifié,Non spécifié,Non spécifié,2 ans,Non spécifié,Non spécifié,Rigueur,https://www.dreamjob.ma/emploi/ventec-recrute-des-ingenieurs-confirmes-a-benguerir-postes-a-saisir/
"Safran investit 3,4 milliards de dirhams à Nouaceur et crée 600 emplois",Non spécifié,Nouaceur,"Aéronautique, Construction, Logistique, Énergie",Non spécifié,Non spécifié,25 ans,Non spécifié,Français,Non spécifié,https://www.dreamjob.ma/news/safran-investit-34-milliards-de-dirhams-a-nouaceur-et-cree-600-emplois/
"La fonction publique, nouvel eldorado des jeunes diplômés marocains en 2025",Non spécifié,Non spécifié,Ferroviaire,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/news/la-fonction-publique-nouvel-eldorado-des-jeunes-diplomes-marocains-en-2025/
Rejoignez Aeolon Maroc: recrutement de profils qualité anglophones à Nador,Non spécifié,Nador,Énergie,Non spécifié,Non spécifié,2 à 4 ans,Non spécifié,"Anglais, English","Autonomie, Innovation, Leadership, Organisation",https://www.dreamjob.ma/emploi/rejoignez-aeolon-maroc-recrutement-de-profils-qualite-anglophones-a-nador/
Concours de Recrutement AMEE 2025 (2 Postes),Non spécifié,Non spécifié,Non spécifié,Non spécifié,Bac+5,40 ans,Non spécifié,Non spécifié,"Communication, Innovation",https://www.dreamjob.ma/emploi-public/concours-de-recrutement-amee-2025-2-postes/
Rejoignez Nanjing Xiezhong à Kénitra – stages ouverts pour étudiants motivés,Non spécifié,Kénitra,Automobile,Stage,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"Innovation, Rigueur",https://www.dreamjob.ma/stage/rejoignez-nanjing-xiezhong-a-kenitra-stages-ouverts-pour-etudiants-motives/
Offres de stages: Yazaki recrute à Tanger dans les départements Technique et Informatique,Offres de stages: Yazaki,Tanger,Non spécifié,Non spécifié,Bac+5,Non spécifié,Non spécifié,Non spécifié,"Innovation, Proactivité, Rigueur",https://www.dreamjob.ma/stage/offres-de-stages-yazaki-recrute-a-tanger-dans-les-departements-technique-et-informatique/
JET ENERGY ouvre plusieurs postes stratégiques dans le solaire photovoltaïque,JET ENERGY,Non spécifié,Non spécifié,Non spécifié,Non spécifié,5 ans,Non spécifié,Non spécifié,"Innovation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/jet-energy-ouvre-plusieurs-postes-strategiques-dans-le-solaire-photovoltaique/
Concours de Recrutement LPEE 2025 (4 Postes),Non spécifié,Casablanca,Non spécifié,Non spécifié,Bac+3,60 ans,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-lpee-2025-4-postes/
Concours de Recrutement Poste Maroc 2025 (5 Postes),Non spécifié,Non spécifié,Construction,Non spécifié,Bac+3,28 ans,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-poste-maroc-2025-4-postes/
"Ingénieurs CVC, électricité, méthodes, QHSE: des opportunités à saisir chez Ventec",Non spécifié,Non spécifié,"Logistique, Énergie",Non spécifié,Bac+5,2 ans,"5S, AMDEC, GMAO",Non spécifié,"Organisation, Rigueur",https://www.dreamjob.ma/emploi/ingenieurs-cvc-electricite-methodes-qhse-des-opportunites-a-saisir-chez-ventec/
SEGULA Technologies propose des stages pré-embauche pour jeunes diplômés,Non spécifié,Nouaceur,"Automobile, Aéronautique, Ferroviaire",Stage,"Bac+3, bac+5",Non spécifié,Non spécifié,Non spécifié,"Autonomie, Communication, Initiative, Innovation, Organisation",https://www.dreamjob.ma/stage/segula-technologies-propose-des-stages-pre-embauche-pour-jeunes-diplomes/
Ventec embauche: des postes à fort potentiel à pourvoir dès maintenant,Non spécifié,Non spécifié,Énergie,Non spécifié,Bac+5,2 ans,Non spécifié,"Français, Anglais","Autonomie, Initiative, Innovation",https://www.dreamjob.ma/emploi/ventec-embauche-des-postes-a-fort-potentiel-a-pourvoir-des-maintenant/
"Stellantis recrute ses futurs talents: jeunes diplômés, c’est votre moment !",Stellantis,Non spécifié,Automobile,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Innovation,https://www.dreamjob.ma/emploi/stellantis-recrute-ses-futurs-talents-jeunes-diplomes-cest-votre-moment/
Concours Nador West Med 2025 (5 Postes),Non spécifié,Nador,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-nador-west-med-2025-5-postes/
Jet Contractors recrute à Marrakech: plusieurs postes ouverts,Jet Contractors,Marrakech,"Logistique, Énergie",Non spécifié,"Bac+3, bac+5",5 ans,Non spécifié,Non spécifié,"Autonomie, Flexibilité, Organisation",https://www.dreamjob.ma/emploi/jet-contractors-recrute-a-marrakech-plusieurs-postes-ouverts/
Concours Département du Développement Durable 2025 (2 Postes),Non spécifié,Non spécifié,"Minier, Énergie",Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Organisation,https://www.dreamjob.ma/emploi-public/concours-departement-du-developpement-durable-2025-2-postes/
Offres d’emploi BTP à Benguérir: SOGEA Maroc recherche des ingénieurs expérimentés,Non spécifié,Non spécifié,Btp,Non spécifié,Bac+5,8 ans,Non spécifié,Non spécifié,"Autonomie, Communication, Innovation, Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/offres-demploi-btp-a-benguerir-sogea-maroc-recherche-des-ingenieurs-experimentes/
TotalEnergies recrute au Maroc: postes ouverts pour jeunes diplômés et experts,TotalEnergies,Non spécifié,"Logistique, Énergie",Non spécifié,"Bac+4, bac+5",2 ans,"Excel, SAP",Non spécifié,"Communication, Créativité, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/totalenergies-recrute-au-maroc-postes-ouverts-pour-jeunes-diplomes-et-experts/
Emplois industriels à Tanger: Bel recrute des profils techniques qualifiés,Emplois industriels à Tanger: Bel,Tanger,Agroalimentaire,CDI,Bac+2,3 ans,"Autocad, CAO","Français, Anglais","Communication, Innovation, Rigueur",https://www.dreamjob.ma/emploi/emplois-industriels-a-tanger-bel-recrute-des-profils-techniques-qualifies/
AEOLON Maroc recrute à Nador: CDI pour plusieurs profils,AEOLON Maroc,Nador,Non spécifié,CDI,Bac+3,5 ans,Non spécifié,"Français, Anglais","Autonomie, Flexibilité, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/aeolon-maroc-recrute-a-nador-cdi-pour-plusieurs-profils/
"VENTEC recrute: 3 postes à pourvoir dans le juridique, la logistique et le commerce",VENTEC,Non spécifié,Logistique,Non spécifié,"Bac+2, bac+5",5 ans,SAP,Non spécifié,"Autonomie, Innovation, Rigueur",https://www.dreamjob.ma/emploi/ventec-recrute-3-postes-a-pourvoir-dans-le-juridique-la-logistique-et-le-commerce/
Commercial terrain dans la ventilation ? Ventec vous ouvre ses portes,Commercial terrain dans la ventilation ? Ventec vous,Non spécifié,Non spécifié,Non spécifié,Bac+2,2 ans,Non spécifié,Non spécifié,"Autonomie, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/commercial-terrain-dans-la-ventilation-ventec-vous-ouvre-ses-portes/
Siemens Energy recrute un Commercial Project Manager,Siemens Energy,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,SAP,"Français, Anglais, Arabe",Communication,https://www.dreamjob.ma/emploi/siemens-energy-recrute-un-commercial-project-manager/
Eaton recrute au Maroc: 7 nouveaux postes à Casablanca et Tanger,Eaton,Casablanca,"Logistique, Énergie",Non spécifié,Non spécifié,Non spécifié,Lean,Français,Innovation,https://www.dreamjob.ma/emploi/eaton-recrute-au-maroc-7-nouveaux-postes-a-casablanca-et-tanger/
Télévente secteur énergie: MYOPLA cherche des profils francophones,Télévente secteur énergie: MYOPLA,Non spécifié,Énergie,CDI,Non spécifié,Non spécifié,Non spécifié,Français,"Flexibilité, Organisation, Rigueur",https://www.dreamjob.ma/emploi/televente-secteur-energie-myopla-cherche-des-profils-francophones/
Concours Université Ibn Tofail 2025 (15 Postes),Non spécifié,Kénitra,"Agroalimentaire, Automobile, Construction, Énergie",Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-universite-ibn-tofail-2025-15-postes/
Concours de Recrutement ANEP 2025 (100 Postes),Non spécifié,Non spécifié,"Construction, Recherche scientifique",Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-anep-2025/
Concours Nador West Med 2025 (7 Postes),Non spécifié,Nador,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi-public/concours-nador-west-med-2025-7-postes/
TotalEnergies – deux offres exclusives pour jeunes diplômés et experts HSE,Non spécifié,Non spécifié,Énergie,Non spécifié,Bac+5,Non spécifié,Non spécifié,Non spécifié,"Initiative, Organisation",https://www.dreamjob.ma/emploi/totalenergies-deux-offres-exclusives-pour-jeunes-diplomes-et-experts-hse/
TE Connectivity recrute au Maroc: plusieurs postes ouverts,TE Connectivity,Non spécifié,"Automobile, Aéronautique",Non spécifié,Non spécifié,Non spécifié,Lean,Non spécifié,Innovation,https://www.dreamjob.ma/emploi/te-connectivity-recrute-au-maroc-plusieurs-postes-ouverts/
Recrutement chez NOMAC: deux postes techniques à pourvoir immédiatement,Non spécifié,Non spécifié,Énergie,Non spécifié,Non spécifié,3 ans,"Ms project, SAP",Non spécifié,Travail en équipe,https://www.dreamjob.ma/emploi/recrutement-chez-nomac-deux-postes-techniques-a-pourvoir-immediatement/
"Casablanca, Rabat, Marrakech, Fès: des postes commerciaux ouverts chez Auto Hall",Non spécifié,Casablanca,Automobile,CDI,Bac+5,2 ans,Non spécifié,Non spécifié,Non spécifié,https://www.dreamjob.ma/emploi/casablanca-rabat-marrakech-fes-des-postes-commerciaux-ouverts-chez-auto-hall/
Novacim recrute des stagiaires ingénieurs en électricité,Novacim,Non spécifié,Construction,Stage,Non spécifié,Non spécifié,Automatisme,Non spécifié,"Autonomie, Innovation, Rigueur, Travail en équipe",https://www.dreamjob.ma/stage/novacim-recrute-des-stagiaires-ingenieurs-en-electricite/
Concours de Recrutement AMEE 2025 (6 Postes),Non spécifié,Non spécifié,"Procédés, Énergie",Non spécifié,Bac+5,40 ans,Non spécifié,"Français, Arabe",Non spécifié,https://www.dreamjob.ma/emploi-public/concours-de-recrutement-amee-2025-6-postes/
Postulez avant le 6 juin: OKSA cherche des profils pour ses sites à Rabat et Salé,Postulez avant le 6 juin: OKSA,Rabat,Énergie,CDD,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Rigueur,https://www.dreamjob.ma/emploi/postulez-avant-le-6-juin-oksa-cherche-des-profils-pour-ses-sites-a-rabat-et-sale/
Énergies Durables: Plusieurs Postes Ouverts chez JET ENERGY,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,3 ans,Non spécifié,Non spécifié,"Innovation, Organisation",https://www.dreamjob.ma/emploi/energies-durables-plusieurs-postes-ouverts-chez-jet-energy/
